,tweet_id,Names,dog_gender,timestamp,date,time,source,text,jpg_url,img_num,favorite_count,retweet_count,dog_count,rating,dog_stage,Breed,Confidence_level,Weekday
5426,750071704093859840,Dogwithnoname,Unknown,2016-07-04 21:00:04,2016-07-04 00:00:00,21:00,Twitter for iPhone,Pause your cookout and admire this pupper's nifty hat. 10/10 https://t.co/RG4C9IdNJM,https://pbs.twimg.com/media/CmjKOzVWcAAQN6w.jpg,2,8533,3735,1.0,10.0,pupper,redbone,0.382113,Monday
4851,684880619965411328,Dogwithnoname,Unknown,2016-01-06 23:33:58,2016-01-06 00:00:00,23:33,Twitter for iPhone,Here we have a basking dino pupper. Looks powerful. Occasionally shits eggs. Doesn't want the holidays to end. 5/10 https://t.co/DnNweb5eTO,https://pbs.twimg.com/media/CYEvSaRWwAAukZ_.jpg,1,2269,922,1.0,5.0,pupper,NaN,0.0,Wednesday
5418,749417653287129088,Finn,Male,2016-07-03 01:41:06,2016-07-03 00:00:00,01:41,Twitter for iPhone,This is Finn. He's the most unphotogenic pupper of all time. 11/10 https://t.co/qvA2rCUl6v,https://pbs.twimg.com/media/CmZ3YH9WEAAowi3.jpg,2,6630,1875,1.0,11.0,pupper,papillon,0.772894,Sunday
4857,685169283572338688,Gerbald,Male,2016-01-07 18:41:01,2016-01-07 00:00:00,18:41,Twitter for iPhone,Meet Gerbald. He just found out he's adopted. Poor pupper. Snazzy tongue tho. 11/10 would hold close in time of need https://t.co/UfGkB9Wrud,https://pbs.twimg.com/media/CYI10WhWsAAjzii.jpg,1,4430,1595,1.0,11.0,pupper,Bernese_mountain_dog,0.975096,Thursday
4859,685268753634967552,Hubertson,Male,2016-01-08 01:16:17,2016-01-08 00:00:00,01:16,Twitter for iPhone,This is Hubertson. He's a Carmel Haberdashery. Enjoys long summer days on his boat. Very peaceful pupper. 10/10 https://t.co/vzCl35fKlZ,https://pbs.twimg.com/media/CYKQS0xUQAEOptC.jpg,1,3363,1344,1.0,10.0,pupper,pug,0.999044,Friday
4865,685547936038666240,Dogwithnoname,Unknown,2016-01-08 19:45:39,2016-01-08 00:00:00,19:45,Twitter for iPhone,Everybody needs to read this. Jack is our first 14/10. Truly heroic pupper https://t.co/3m6bNGXWnM,https://pbs.twimg.com/media/CYOONfZW8AA7IOA.jpg,1,35672,17459,1.0,14.0,pupper,NaN,0.0,Friday
4866,685641971164143616,Otis,Male,2016-01-09 01:59:19,2016-01-09 00:00:00,01:59,Twitter for iPhone,This is Otis. He just passed a cop while going 61 in a 45. Very nervous pupper. 7/10 https://t.co/jJS8qQeuNO,https://pbs.twimg.com/media/CYPjvFqW8AAgiP2.jpg,1,3163,867,1.0,7.0,pupper,Lakeland_terrier,0.253839,Saturday
4868,685667379192414208,Marty,Male,2016-01-09 03:40:16,2016-01-09 00:00:00,03:40,Twitter for iPhone,This is Marty. He has no idea what happened here. Never seen this stuff in his life. 9/10 very suspicious pupper https://t.co/u427woxFpJ,https://pbs.twimg.com/media/CYP62A6WkAAOnL4.jpg,1,2529,648,1.0,9.0,pupper,NaN,0.0,Saturday
4873,686007916130873345,Dogwithnoname,Unknown,2016-01-10 02:13:27,2016-01-10 00:00:00,02:13,Twitter for iPhone,This pupper has a magical eye. 11/10 I can't stop looking at it https://t.co/heAGpKTpPW,https://pbs.twimg.com/media/CYUwjz-UAAEcdi8.jpg,1,0,0,1.0,11.0,pupper,Rhodesian_ridgeback,0.885301,Sunday
4966,692828166163931137,Dogwithnoname,Unknown,2016-01-28 21:54:41,2016-01-28 00:00:00,21:54,Twitter for iPhone,This pupper just descended from heaven. 12/10 can probably fly https://t.co/X6X9wM7NuS,https://pbs.twimg.com/media/CZ1riVOWwAATfGf.jpg,1,0,0,1.0,12.0,pupper,Samoyed,0.985857,Thursday
4969,692905862751522816,Wally,Male,2016-01-29 03:03:25,2016-01-29 00:00:00,03:03,Twitter for iPhone,This is Wally. He's being abducted by aliens. 10/10 poor pupper https://t.co/EiF659Bgjn,https://pbs.twimg.com/media/CZ2yNKhWEAA_7cb.jpg,1,2635,981,1.0,10.0,pupper,Mexican_hairless,0.162638,Friday
4971,693095443459342336,Milo,Male,2016-01-29 15:36:45,2016-01-29 00:00:00,15:36,Twitter for iPhone,This is Milo. He doesn't understand your fancy human gestures. Will lick instead. 10/10 can't faze this pupper https://t.co/OhodPIDOpW,https://pbs.twimg.com/media/CZ5entwWYAAocEg.jpg,1,2023,515,1.0,10.0,pupper,Yorkshire_terrier,0.0334878,Friday
5263,724405726123311104,Ashleigh,Female,2016-04-25 01:12:38,2016-04-25 00:00:00,01:12,Twitter for iPhone,This is Ashleigh. She's having Coachella withdrawals. Didn't even go tho. 10/10 stay strong pupper https://t.co/nRUaKWnJfH,https://pbs.twimg.com/media/Cg2bKLAWwAA0WEm.jpg,1,5712,1819,1.0,10.0,pupper,golden_retriever,0.240695,Monday
5260,724004602748780546,Luther,Male,2016-04-23 22:38:43,2016-04-23 00:00:00,22:38,Twitter for iPhone,This is Luther. He saw a ghost. Spooked af. 11/10 hang in there pupper https://t.co/EdKG43VvEl,https://pbs.twimg.com/media/CgwuWCeW4AAsgbD.jpg,3,0,0,1.0,11.0,pupper,pug,0.0188769,Saturday
5076,702598099714314240,Sansa,Female,2016-02-24 20:56:55,2016-02-24 00:00:00,20:56,Twitter for iPhone,"This is Sansa. She's gotten too big for her chair. Not so smol anymore. 11/10 once a pupper, always a pupper https://t.co/IpAoztle2s",https://pbs.twimg.com/media/CcAhPevW8AAoknv.jpg,1,11165,3645,1.0,11.0,pupper,kelpie,0.219179,Wednesday
5082,703268521220972544,Dogwithnoname,Unknown,2016-02-26 17:20:56,2016-02-26 00:00:00,17:20,Twitter for iPhone,Happy Friday here's a sleepy pupper 12/10 https://t.co/eBcqv9SPkY,https://pbs.twimg.com/media/CcKC-5LW4AAK-nb.jpg,1,2120,612,1.0,12.0,pupper,kuvasz,0.038243,Friday
5085,703407252292673536,Dogwithnoname,Unknown,2016-02-27 02:32:12,2016-02-27 00:00:00,02:32,Twitter for iPhone,This pupper doesn't understand gates. 10/10 so close https://t.co/GUbFF4o6dZ,https://pbs.twimg.com/media/CcMBJODUsAI5-A9.jpg,1,2655,767,1.0,10.0,pupper,NaN,0.0,Saturday
5252,721001180231503872,Oliver,Male,2016-04-15 15:44:11,2016-04-15 00:00:00,15:44,Twitter for iPhone,This is Oliver. Bath time is upon him. His fear of the wetness postpones his ultimate pupper destiny. 11/10 https://t.co/AFzzKqR4tT,https://pbs.twimg.com/media/CgGCvxAUkAAx55r.jpg,1,2714,681,1.0,11.0,pupper,Samoyed,0.950053,Friday
5087,703611486317502464,Scooter,Male,2016-02-27 16:03:45,2016-02-27 00:00:00,16:03,Twitter for iPhone,Meet Scooter. He's experiencing the pupper equivalent of dropping ur phone in a toilet 10/10 put it in some rice pup https://t.co/JSmX1FIEaW,https://pbs.twimg.com/media/CcO66OjXEAASXmH.jpg,1,4170,1686,1.0,10.0,pupper,Pembroke,0.756441,Saturday
5247,720340705894408192,Derek,Male,2016-04-13 19:59:42,2016-04-13 00:00:00,19:59,Twitter for iPhone,This is Derek. He just got balled on. Can't even get up. Poor thing. 10/10 hang in there pupper https://t.co/BIRRF3bcWH,https://pbs.twimg.com/media/Cf8qDFbWwAEf8M3.jpg,1,3081,1079,1.0,10.0,pupper,NaN,0.0,Wednesday
5093,704347321748819968,Ralphson,Male,2016-02-29 16:47:42,2016-02-29 00:00:00,16:47,Twitter for iPhone,This is Ralphson. He's very confused. Wondering why he's sitting on Santa's lap in February. 10/10 stay woke pupper https://t.co/INphk4ltkZ,https://pbs.twimg.com/media/CcZYJniXEAAEJRF.jpg,1,1702,386,1.0,10.0,pupper,Brittany_spaniel,0.0829173,Monday
5243,719704490224398336,Clyde,Male,2016-04-12 01:51:36,2016-04-12 00:00:00,01:51,Twitter for iPhone,This is Clyde. He's making sure you're having a good train ride. 12/10 great pupper https://t.co/y206kWHAj0,https://pbs.twimg.com/media/CfznaXuUsAAH-py.jpg,1,4896,1605,1.0,12.0,pupper,NaN,0.0,Tuesday
5100,704859558691414016,Dogwithnoname,Unknown,2016-03-02 02:43:09,2016-03-02 00:00:00,02:43,Twitter for iPhone,Here is a heartbreaking scene of an incredible pupper being laid to rest. 10/10 RIP pupper https://t.co/81mvJ0rGRu,https://pbs.twimg.com/media/CcgqBNVW8AE76lv.jpg,1,2429,602,1.0,10.0,pupper,pug,0.284428,Wednesday
5106,705428427625635840,Ambrose,Male,2016-03-03 16:23:38,2016-03-03 00:00:00,16:23,Twitter for iPhone,This is Ambrose. He's an Alfalfa Ballyhoo. Draws pistol fast af. Pretty much runs the frontier. 11/10 lethal pupper https://t.co/ih6epBOxIA,https://pbs.twimg.com/media/CcovaMUXIAApFDl.jpg,1,4121,1897,1.0,11.0,pupper,Chihuahua,0.774792,Thursday
5110,705786532653883392,Dogwithnoname,Unknown,2016-03-04 16:06:36,2016-03-04 00:00:00,16:06,Twitter for iPhone,"Seriously, add us 🐶 11/10 for sad wet pupper https://t.co/xwPE9faVZR",https://pbs.twimg.com/media/Cct1G6vVAAI9ZjF.jpg,1,2097,587,1.0,11.0,pupper,Labrador_retriever,0.148496,Friday
5113,705975130514706432,Adele,Female,2016-03-05 04:36:02,2016-03-05 00:00:00,04:36,Twitter for iPhone,This is Adele. Her tongue flies out of her mouth at random. It's a debilitating illness. 10/10 stay strong pupper https://t.co/cfn81n3FLO,https://pbs.twimg.com/media/CcwgjmuXIAEQoSd.jpg,1,3345,825,1.0,10.0,pupper,Staffordshire_bullterrier,0.587764,Saturday
5117,706310011488698368,Dogwithnoname,Unknown,2016-03-06 02:46:44,2016-03-06 00:00:00,02:46,Twitter for iPhone,Here's a very sleepy pupper. Thinks it's an airplane. 12/10 would snug for eternity https://t.co/GGmcTIkBbf,https://pbs.twimg.com/media/Cc1RNHLW4AACG6H.jpg,1,23123,8855,1.0,12.0,pupper,Pembroke,0.698165,Sunday
5228,717790033953034240,Dogwithnoname,Male,2016-04-06 19:04:14,2016-04-06 00:00:00,19:04,Twitter for iPhone,"Here's a badass mystery pupper. You weren't aware that you owe him money, but you do. 10/10 shades sick af https://t.co/fv9e9AtzSG",https://pbs.twimg.com/media/CfYaOeMWQAAGfyP.jpg,1,3122,1250,1.0,10.0,pupper,NaN,0.0,Wednesday
5224,717009362452090881,Smokey,Male,2016-04-04 15:22:08,2016-04-04 00:00:00,15:22,Twitter for iPhone,This is Smokey. He's having some sort of existential crisis. 10/10 hang in there pupper https://t.co/JmgF4dMpw0,https://pbs.twimg.com/media/CfNUNetW8AAekHx.jpg,1,0,0,1.0,10.0,pupper,Siberian_husky,0.506154,Monday
5130,707315916783140866,Finnegus,Male,2016-03-08 21:23:50,2016-03-08 00:00:00,21:23,Twitter for iPhone,This is Finnegus. He's trapped in a snow globe. Poor pupper. 10/10 would make sure no one shook it https://t.co/BjpOa52jQ4,https://pbs.twimg.com/media/CdDkEkHWwAAAeUJ.jpg,2,0,0,1.0,10.0,pupper,Bernese_mountain_dog,0.979235,Tuesday
5133,707411934438625280,Dogwithnoname,Unknown,2016-03-09 03:45:22,2016-03-09 00:00:00,03:45,Twitter for iPhone,"""I shall trip the big pupper with leash. Big pupper will never see it coming. I am a genius."" Both 11/10 https://t.co/uQsCJ8pf51",https://pbs.twimg.com/media/CdE7ZktXIAEiWLj.jpg,1,2447,666,1.0,11.0,pupper,Lakeland_terrier,0.738277,Wednesday
5154,708845821941387268,Dogwithnoname,Unknown,2016-03-13 02:43:08,2016-03-13 00:00:00,02:43,Twitter for iPhone,Here's a pupper with magic eyes. Not wearing a seat belt tho (irresponsible af). Very distracting to driver. 9/10 https://t.co/5DLJB4ssvI,https://pbs.twimg.com/media/CdZTgynWwAATZcx.jpg,1,0,0,1.0,9.0,pupper,schipperke,0.74564,Sunday
5186,711968124745228288,Winston,Male,2016-03-21 17:30:03,2016-03-21 00:00:00,17:30,Twitter for iPhone,Meet Winston. He's trapped in a cup of coffee. Poor pupper. 10/10 someone free him https://t.co/2e6cUtKUuc,https://pbs.twimg.com/media/CeFrO3qXEAADRbd.jpg,1,8652,2555,1.0,10.0,pupper,NaN,0.0,Monday
5168,710117014656950272,Dogwithnoname,Female,2016-03-16 14:54:24,2016-03-16 00:00:00,14:54,Twitter for iPhone,This pupper got her hair chalked for her birthday. Hasn't told her parents yet. Rebellious af. 11/10 very nifty https://t.co/h1OX2mLtxV,https://pbs.twimg.com/media/CdrXp9dWoAAcRfn.jpg,2,5920,2206,1.0,11.0,pupper,toy_poodle,0.802092,Wednesday
5179,711008018775851008,Chuckles,Male,2016-03-19 01:54:56,2016-03-19 00:00:00,01:54,Twitter for iPhone,This is Chuckles. He had a balloon but he accidentally let go of it and it floated away. 11/10 hang in there pupper https://t.co/68iNM7B5gW,https://pbs.twimg.com/media/Cd4CBQFW8AAY3ND.jpg,1,3222,694,1.0,11.0,pupper,French_bulldog,0.731405,Saturday
5267,725786712245440512,Lillie,Female,2016-04-28 20:40:11,2016-04-28 00:00:00,20:40,Twitter for iPhone,Say hello to Lillie. She's a Rutabagan Floofem. Poor pupper ate and then passed out. 11/10 relatable af https://t.co/uIdGqug9rw,https://pbs.twimg.com/media/ChKDKmIWIAIJP_e.jpg,1,4467,1499,1.0,11.0,pupper,chow,0.335761,Thursday
5066,701545186879471618,Millie,Female,2016-02-21 23:13:01,2016-02-21 00:00:00,23:13,Twitter for iPhone,Meet Millie. She's practicing her dive form for Rio. It's nearly perfect. Dedicated af. 10/10 go for gold pupper https://t.co/SDVkc4m96M,https://pbs.twimg.com/media/CbxjnyOWAAAWLUH.jpg,1,0,0,1.0,10.0,pupper,Border_collie,0.280893,Sunday
5063,700864154249383937,Dogwithnoname,Unknown,2016-02-20 02:06:50,2016-02-20 00:00:00,02:06,Twitter for iPhone,"""Pupper is a present to world. Here is a bow for pupper."" 12/10 precious as hell https://t.co/ItSsE92gCW",https://pbs.twimg.com/media/Cbn4OqKWwAADGWt.jpg,1,0,0,1.0,12.0,pupper,kuvasz,0.805857,Saturday
5275,727314416056803329,Dogwithnoname,Unknown,2016-05-03 01:50:44,2016-05-03 00:00:00,01:50,Twitter for iPhone,This pupper was about to explain where that dirt came from but then decided against it. 11/10 https://t.co/SbaelU6zRs,https://pbs.twimg.com/media/Chfwmd9U4AQTf1b.jpg,2,0,0,1.0,11.0,pupper,toy_poodle,0.827469,Tuesday
4975,693262851218264065,Dogwithnoname,Unknown,2016-01-30 02:41:58,2016-01-30 00:00:00,02:41,Twitter for iPhone,I hope you guys enjoy this beautiful snowy pupper as much as I did. 11/10 https://t.co/DYUsHtL2aR,https://pbs.twimg.com/media/CZ724fDUYAAytS-.jpg,1,0,0,1.0,11.0,pupper,golden_retriever,0.989333,Saturday
4978,693590843962331137,Phil,Male,2016-01-31 00:25:18,2016-01-31 00:00:00,00:25,Twitter for iPhone,Meet Phil. He's big af. Currently destroying this nice family home. Completely uncalled for. 3/10 not a good pupper https://t.co/fShNNhBWYx,https://pbs.twimg.com/media/CaAhMb1XEAAB6Bz.jpg,1,0,0,1.0,3.0,pupper,NaN,0.0,Sunday
4980,693629975228977152,Dogwithnoname,Unknown,2016-01-31 03:00:47,2016-01-31 00:00:00,03:00,Twitter for iPhone,This pupper is afraid of its own feet. 12/10 would comfort https://t.co/Tn9Mp0oPoJ,https://pbs.twimg.com/media/CaBEx3SWEAILZpi.jpg,1,2646,883,1.0,12.0,pupper,pug,0.841987,Sunday
4987,694329668942569472,Grady,Male,2016-02-02 01:21:07,2016-02-02 00:00:00,01:21,Twitter for iPhone,Meet Grady. He's very hungry. Too bad no one can find his food bowl. 9/10 poor pupper https://t.co/oToIkYnEGn,https://pbs.twimg.com/media/CaLBJmOWYAQt44t.jpg,1,2169,554,1.0,9.0,pupper,boxer,0.99006,Tuesday
4989,694356675654983680,Dogwithnoname,Unknown,2016-02-02 03:08:26,2016-02-02 00:00:00,03:08,Twitter for iPhone,"This pupper only appears through the hole of a Funyun. Much like Phineas, this one is also mysterious af. 10/10 https://t.co/SQsEBWxPyG",https://pbs.twimg.com/media/CaLZtmsWQAApbFw.jpg,1,1629,323,1.0,10.0,pupper,Pomeranian,0.144272,Tuesday
4994,695074328191332352,Lorenzo,Male,2016-02-04 02:40:08,2016-02-04 00:00:00,02:40,Twitter for iPhone,This is Lorenzo. He's educated af. Just graduated college. 11/10 poor pupper can't even comprehend his debt https://t.co/dH3GzcjCtQ,https://pbs.twimg.com/media/CaVmajOWYAA1uNG.jpg,1,3067,1225,1.0,11.0,pupper,Shih-Tzu,0.510106,Thursday
4995,695095422348574720,Dogwithnoname,Unknown,2016-02-04 04:03:57,2016-02-04 00:00:00,04:03,Twitter for iPhone,This is just a beautiful pupper good shit evolution. 12/10 https://t.co/2L8pI0Z2Ib,https://pbs.twimg.com/media/CaV5mRDXEAAR8iG.jpg,1,2839,677,1.0,12.0,pupper,papillon,0.227784,Thursday
5321,736365877722001409,Rory,Male,2016-05-28 01:18:00,2016-05-28 00:00:00,01:18,Twitter for iPhone,This is Rory. He's extremely impatient. 11/10 settle down pupper https://t.co/e3tfXJLi40,https://pbs.twimg.com/media/CjgYyuvWkAAHU8g.jpg,3,0,0,1.0,11.0,pupper,toy_poodle,0.082606,Saturday
5317,735648611367784448,Dogwithnoname,Unknown,2016-05-26 01:47:51,2016-05-26 00:00:00,01:47,Twitter for iPhone,*faints* 12/10 perfection in pupper form https://t.co/t6TxTwTLEK,https://pbs.twimg.com/media/CjWMezdW0AErwU3.jpg,1,4332,1213,1.0,12.0,pupper,Pembroke,0.462594,Thursday
5313,735137028879360001,Buckley,Male,2016-05-24 15:55:00,2016-05-24 00:00:00,15:55,Twitter for iPhone,Meet Buckley. His family &amp; some neighbors came over to watch him perform but he's nervous af. 9/10 u got this pupper https://t.co/5bdCpPlno9,https://pbs.twimg.com/media/CjO7OfeWgAAUQy-.jpg,1,0,0,1.0,9.0,pupper,Walker_hound,0.413535,Tuesday
5005,696713835009417216,Trevith,Male,2016-02-08 15:14:57,2016-02-08 00:00:00,15:14,Twitter for iPhone,This is Trevith. He's a Swiss Mountain Roadwoof. Breeze too powerful. 9/10 stay strong pupper https://t.co/6J8Ibwy1X6,https://pbs.twimg.com/media/Cas5h-wWcAA3nAc.jpg,1,2572,734,1.0,9.0,pupper,Chesapeake_Bay_retriever,0.321589,Monday
4798,681694085539872773,Bo,Male,2015-12-29 04:31:49,2015-12-29 00:00:00,04:31,Twitter for iPhone,This is Bo. He's a Benedoop Cumbersnatch. Seems frustrated with own feet. Portable as hell. 11/10 very solid pupper https://t.co/TONMhRoQh7,https://pbs.twimg.com/media/CXXdJ7CVAAALu23.jpg,1,0,0,1.0,11.0,pupper,toy_poodle,0.920992,Tuesday
5007,696877980375769088,Misty,Female,2016-02-09 02:07:12,2016-02-09 00:00:00,02:07,Twitter for iPhone,This is Misty. She's in a predicament. Not sure what next move should be. 9/10 stay calm pupper I'm comin https://t.co/XhR7PAgcwF,https://pbs.twimg.com/media/CavO0uuWEAE96Ed.jpg,1,2645,791,1.0,9.0,pupper,NaN,0.0,Tuesday
5018,697596423848730625,Dogwithnoname,Unknown,2016-02-11 01:42:02,2016-02-11 00:00:00,01:42,Twitter for iPhone,Here's a pupper with a piece of pizza. Two of everybody's favorite things in one photo. 11/10 https://t.co/5USjFjKI7Z,https://pbs.twimg.com/media/Ca5cPrJXIAImHtD.jpg,1,0,0,1.0,11.0,pupper,Shetland_sheepdog,0.621668,Thursday
5019,697616773278015490,Dogwithnoname,Unknown,2016-02-11 03:02:54,2016-02-11 00:00:00,03:02,Twitter for iPhone,This pupper doubles as a hallway rug. Very rare. Versatile af. 11/10 https://t.co/Jxd5pR02Cn,https://pbs.twimg.com/media/Ca5uv7RVAAA_QEg.jpg,1,0,0,1.0,11.0,pupper,Lhasa,0.521931,Thursday
5296,730573383004487680,Rooney,Male,2016-05-12 01:40:42,2016-05-12 00:00:00,01:40,Twitter for iPhone,This is Rooney. He can't comprehend glass. 10/10 it'll be ok pupper https://t.co/CnUl2uDBBV,https://pbs.twimg.com/media/CiOEnI6WgAAmq4E.jpg,2,5313,2392,1.0,10.0,pupper,American_Staffordshire_terrier,0.810158,Thursday
5036,699036661657767936,Dogwithnoname,Unknown,2016-02-15 01:05:02,2016-02-15 00:00:00,01:05,Twitter for iPhone,HAPPY V-DAY FROM YOUR FAV PUPPER SQUAD 13/10 for all https://t.co/7u6VnZ1UFe,https://pbs.twimg.com/media/CbN6IW4UYAAyVDA.jpg,1,2823,1321,1.0,13.0,pupper,Chihuahua,0.222943,Monday
5044,699434518667751424,Dogwithnoname,Unknown,2016-02-16 03:25:58,2016-02-16 00:00:00,03:25,Twitter for iPhone,I know this is a tad late but here's a wonderful Valentine's Day pupper 12/10 https://t.co/hTE2PEwGvi,https://pbs.twimg.com/media/CbTj--1XEAIZjc_.jpg,1,2352,568,1.0,12.0,pupper,golden_retriever,0.836572,Tuesday
5280,728035342121635841,Dogwithnoname,Unknown,2016-05-05 01:35:26,2016-05-05 00:00:00,01:35,Twitter for iPhone,This is all I want in my life. 12/10 for super sleepy pupper https://t.co/4RlLA5ObMh,https://pbs.twimg.com/media/ChqARqmWsAEI6fB.jpg,1,0,0,1.0,12.0,pupper,Pomeranian,0.248664,Thursday
5279,728015554473250816,Rueben,Male,2016-05-05 00:16:48,2016-05-05 00:00:00,00:16,Twitter for iPhone,This is Rueben. He has reached ultimate pupper zen state. 11/10 tranquil af https://t.co/Z167HgtnBi,https://pbs.twimg.com/media/ChpuRyvVAAARMoq.jpg,1,4414,1208,1.0,11.0,pupper,cocker_spaniel,0.384559,Thursday
5050,699801817392291840,Cooper,Male,2016-02-17 03:45:29,2016-02-17 00:00:00,03:45,Twitter for iPhone,This is Cooper. He began to tear up when his bone was taken from him. 11/10 stay strong pupper https://t.co/qI8yvqKG02,https://pbs.twimg.com/media/CbYyCMcWIAAHHjF.jpg,2,3300,1074,1.0,11.0,pupper,golden_retriever,0.808978,Wednesday
5276,727524757080539137,Dogwithnoname,Male,2016-05-03 15:46:33,2016-05-03 00:00:00,15:46,Twitter for iPhone,This pupper had to undergo emergency haircut surgery so he could hear again. 10/10 miraculous af https://t.co/fUyDIFkBwx,https://pbs.twimg.com/media/Chiv6BAW4AAiQvH.jpg,2,0,0,1.0,10.0,pupper,Pomeranian,0.958834,Tuesday
5054,700143752053182464,Dogwithnoname,Unknown,2016-02-18 02:24:13,2016-02-18 00:00:00,02:24,Twitter for iPhone,When it's Janet from accounting's birthday but you can't eat the cake cuz it's chocolate. 10/10 hang in there pupper https://t.co/Fbdr5orUrJ,https://pbs.twimg.com/media/CbdpBmLUYAY9SgQ.jpg,1,8157,3070,1.0,10.0,pupper,golden_retriever,0.53246,Thursday
5055,700151421916807169,Dogwithnoname,Unknown,2016-02-18 02:54:41,2016-02-18 00:00:00,02:54,Twitter for iPhone,If a pupper gave that to me I'd probably start shaking and faint from all the joy. 11/10 https://t.co/o9aJVPB25n,https://pbs.twimg.com/media/CbdwATgWwAABGID.jpg,1,0,0,1.0,11.0,pupper,Italian_greyhound,0.176838,Thursday
5305,733109485275860992,Dogwithnoname,Unknown,2016-05-19 01:38:16,2016-05-19 00:00:00,01:38,Twitter for iPhone,"Like father (doggo), like son (pupper). Both 12/10 https://t.co/pG2inLaOda",https://pbs.twimg.com/media/CiyHLocU4AI2pJu.jpg,1,43978,17275,1.0,12.0,pupper,golden_retriever,0.945523,Thursday
4797,681679526984871937,Dogwithnoname,Male,2015-12-29 03:33:58,2015-12-29 00:00:00,03:33,Twitter for iPhone,Can you spot Toby the guilty pupper? 7/10 would be higher but he made quite the mess shredding his stuffed pals https://t.co/3uCcDEJLXs,https://pbs.twimg.com/media/CXXP5O4WEAA4dgS.jpg,1,0,0,1.0,7.0,pupper,NaN,0.0,Tuesday
4810,682406705142087680,Patrick,Male,2015-12-31 03:43:31,2015-12-31 00:00:00,03:43,Twitter for iPhone,This is Patrick. He's a bigass pupper. 7/10 https://t.co/J9DXBFoAQe,https://pbs.twimg.com/media/CXhlRmRUMAIYoFO.jpg,1,8191,1975,1.0,7.0,pupper,NaN,0.0,Thursday
5097,704761120771465216,Dogwithnoname,Unknown,2016-03-01 20:11:59,2016-03-01 00:00:00,20:11,Twitter for iPhone,This pupper killed this great white in an epic sea battle. Now wears it as a trophy. Such brave. Much fierce. 13/10 https://t.co/Lu0ECu5tO5,https://pbs.twimg.com/media/CcfQgHVWoAAxauy.jpg,1,7166,3210,1.0,13.0,pupper,Chihuahua,0.100418,Tuesday
4546,673656262056419329,Albert,Male,2015-12-07 00:12:23,2015-12-07 00:00:00,00:12,Twitter for iPhone,This is Albert AKA King Banana Peel. He's a kind ruler of the kitchen. Very jubilant pupper. 10/10 overall great dog https://t.co/PN8hxgZ9We,https://pbs.twimg.com/media/CVlOy3pW4AQ9H1K.jpg,1,0,0,1.0,10.0,pupper,bull_mastiff,0.700625,Monday
4552,673697980713705472,Pickles,Female,2015-12-07 02:58:09,2015-12-07 00:00:00,02:58,Twitter for iPhone,This is Pickles. She's a tiny pointy pupper. Average walker. Very skeptical of wet leaf. 8/10 https://t.co/lepRCaGcgw,https://pbs.twimg.com/media/CVl0vFeWoAAMTfg.jpg,1,4001,2121,1.0,8.0,pupper,NaN,0.0,Monday
4555,673707060090052608,Raymond,Male,2015-12-07 03:34:14,2015-12-07 00:00:00,03:34,Twitter for iPhone,This is Raymond. He's absolutely terrified of floating tennis ball. 10/10 it'll be ok pupper https://t.co/QyH1CaY3SM,https://pbs.twimg.com/media/CVl8_EPWoAAcuSC.jpg,1,1161,426,1.0,10.0,pupper,German_short-haired_pointer,0.935771,Monday
4562,673919437611909120,Obie,Male,2015-12-07 17:38:09,2015-12-07 00:00:00,17:38,Twitter for iPhone,This is Obie. He is on guard watching for evildoers from the comfort of his pumpkin. Very brave pupper. 11/10 https://t.co/cdwPTsGEAb,https://pbs.twimg.com/media/CVo-JuMWwAAet6F.jpg,1,1231,392,1.0,11.0,pupper,schipperke,0.115984,Monday
4563,673956914389192708,Dogwithnoname,Unknown,2015-12-07 20:07:04,2015-12-07 00:00:00,20:07,Twitter for iPhone,This is one esteemed pupper. Just graduated college. 10/10 what a champ https://t.co/nyReCVRiyd,https://pbs.twimg.com/media/CVpgPGwWoAEV7gG.jpg,1,0,0,1.0,10.0,pupper,pug,0.586161,Monday
4569,674038233588723717,Kaiya,Female,2015-12-08 01:30:12,2015-12-08 00:00:00,01:30,Twitter for iPhone,This is Kaiya. She's an aspiring shoe model. 12/10 follow your dreams pupper https://t.co/nX8FiGRHvk,https://pbs.twimg.com/media/CVqqMtiVEAEye_L.jpg,1,0,0,1.0,12.0,pupper,Eskimo_dog,0.358459,Tuesday
4578,674262580978937856,Gus,Male,2015-12-08 16:21:41,2015-12-08 00:00:00,16:21,Twitter for iPhone,This is Gus. He's super stoked about being an elephant. Couldn't be happier. 9/10 for elephant pupper https://t.co/gJS1qU0jP7,https://pbs.twimg.com/media/CVt2PawWIAEUkqW.jpg,1,1361,493,1.0,9.0,pupper,Greater_Swiss_Mountain_dog,0.519428,Tuesday
4583,674318007229923329,Lennon,Male,2015-12-08 20:01:55,2015-12-08 00:00:00,20:01,Twitter for iPhone,This is Lennon. He's in quite the predicament. 8/10 hang in there pupper https://t.co/7mf8XXPAZv,https://pbs.twimg.com/media/CVuopr8WwAExw_T.jpg,1,0,0,1.0,8.0,pupper,NaN,0.0,Tuesday
